dataset;algorithm;update;query;radius;ratio;memory;dimensions;type;delta;wsize;beta;k
higgs;PELLCAPPDELTA15_CHEN;21757.27;782140.42;6.066922426;0.889631807;286.54;7;Rand;1.5;10000;3.0;4
higgs;PELLCAPPDELTA15_CHEN;20039.64;528084.45;5.313716231;0.779060642;273.925;7;Rand;1.5;10000;3.5;4
higgs;PELLCAPPDELTA15_CHEN;18725.965;333006.27;5.665111364;0.830510135;254.85;7;Rand;1.5;10000;4.0;4
higgs;PELLCAPPDELTA15_CHEN;18892.39;410615.17;7.125476812;1.04565827;245.06;7;Rand;1.5;10000;5.0;4
higgs;PELLCAPPDELTA15_CHEN;14342.505;173877.575;6.424282382;0.942304299;202.31;7;Rand;1.5;10000;10.0;4
higgs;PELLCAPPDELTA15_CHEN;12321.545;137117.66;9.790711551;1.43514756;181.185;7;Rand;1.5;10000;15.0;4
higgs;PELLCAPPDELTA15_CHEN;12155.125;63299.36;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;20.0;4
higgs;PELLCAPPDELTA15_CHEN;11824.045;56928.805;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;30.0;4
higgs;PELLCAPPDELTA15_CHEN;13106.185;60219.255;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;40.0;4
higgs;PELLCAPPDELTA15_CHEN;11454.32;56589.415;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;50.0;4
higgs;PELLCAPPDELTA15_CHEN;12688.475;56221.35;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;70.0;4
higgs;PELLCAPPDELTA15_CHEN;12625.085;61740.76;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;100.0;4
higgs;PELLCAPPDELTA15_CHEN;13403.59;61320.745;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;200.0;4
higgs;PELLCAPPDELTA15_CHEN;12888.21;61015.815;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;500.0;4
higgs;PELLCAPPDELTA15_CHEN;12065.605;56083.095;13.58251613;1.992943365;176.185;7;Rand;1.5;10000;1000.0;4
higgs;PELLCAPPDELTA20_CHEN;42447.605;359742.81;5.791837858;0.849335176;715.565;7;Rand;2.0;10000;0.5;4
higgs;PELLCAPPDELTA20_CHEN;29168.86;434699.85;8.566607146;1.257216384;405.285;7;Rand;2.0;10000;1.0;4
higgs;PELLCAPPDELTA20_CHEN;22841.925;240329.76;6.057226737;0.888224042;345.76;7;Rand;2.0;10000;1.5;4
higgs;PELLCAPPDELTA20_CHEN;26475.09;230482.78;8.845994847;1.298893761;289.365;7;Rand;2.0;10000;2.0;4
higgs;PELLCAPPDELTA20_CHEN;19973.45;540205.76;5.313716231;0.779060642;252.325;7;Rand;2.0;10000;2.5;4
higgs;PELLCAPPDELTA20_CHEN;19617.935;444494.25;8.566607146;1.257216384;224.865;7;Rand;2.0;10000;3.0;4
higgs;PELLCAPPDELTA20_CHEN;18926.13;434793.28;7.125476812;1.04565827;221.27;7;Rand;2.0;10000;3.5;4
higgs;PELLCAPPDELTA20_CHEN;17707.895;293000.36;5.401564075;0.791955194;211.65;7;Rand;2.0;10000;4.0;4
higgs;PELLCAPPDELTA20_CHEN;16474.23;254260.66;6.045721834;0.88693073;198.98;7;Rand;2.0;10000;5.0;4
higgs;PELLCAPPDELTA20_CHEN;14681.495;141096.24;9.764475458;1.431400905;164.245;7;Rand;2.0;10000;10.0;4
higgs;PELLCAPPDELTA20_CHEN;11887.525;63609.325;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;15.0;4
higgs;PELLCAPPDELTA20_CHEN;11629.81;55488.58;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;20.0;4
higgs;PELLCAPPDELTA20_CHEN;11535.535;55443.17;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;30.0;4
higgs;PELLCAPPDELTA20_CHEN;12492.02;58514.125;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;40.0;4
higgs;PELLCAPPDELTA20_CHEN;11336.82;54592.085;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;50.0;4
higgs;PELLCAPPDELTA20_CHEN;12272.23;55699.96;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;70.0;4
higgs;PELLCAPPDELTA20_CHEN;13397.755;60118.89;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;100.0;4
higgs;PELLCAPPDELTA20_CHEN;12820.505;61471.595;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;200.0;4
higgs;PELLCAPPDELTA20_CHEN;12738.63;60394.03;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;500.0;4
higgs;PELLCAPPDELTA20_CHEN;12072.54;55456.66;13.58251613;1.992943365;143.12;7;Rand;2.0;10000;1000.0;4
phones;CHEN;9445.55;15556790058.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;0.5;14
phones;CHEN;4905.59;15494622479.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;1.0;14
phones;CHEN;4209.525;15129688552.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;1.5;14
phones;CHEN;10499.46;15689677286.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;2.0;14
phones;CHEN;4217.09;14834362811.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;2.5;14
phones;CHEN;4585.02;15603430629.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;3.0;14
phones;CHEN;4601.695;15409126179.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;3.5;14
phones;CHEN;4815.16;15419171457.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;4.0;14
phones;CHEN;3952.68;15152033094.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;5.0;14
phones;CHEN;3608.465;15349869712.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;10.0;14
phones;CHEN;3992.895;15317251755.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;15.0;14
phones;CHEN;3829.58;15280849287.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;20.0;14
phones;CHEN;3838.155;15901384236.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;30.0;14
phones;CHEN;3967.945;15219074877.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;40.0;14
phones;CHEN;4123.985;15991986838.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;50.0;14
phones;CHEN;3608.875;15160216651.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;70.0;14
phones;CHEN;4280.995;15232988895.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;100.0;14
phones;CHEN;4075.925;15206710927.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;200.0;14
phones;CHEN;4076.645;15007131393.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;500.0;14
phones;CHEN;4053.435;15829340626.0;9.404855031;1.0;10000.0;3;Rand;0.0;10000;1000.0;14
phones;PELLCAPP_CHEN;1481754.23;9563727084.0;9.474247995;1.012658456;61659.34;3;Rand;;10000;0.5;14
phones;PELLCAPP_CHEN;1389073.31;11412534965.0;9.194659067;0.982823171;45553.905;3;Rand;;10000;1.0;14
phones;PELLCAPP_CHEN;1104245.94;10626233576.0;9.006780863;0.962724142;33060.07;3;Rand;;10000;1.5;14
phones;PELLCAPP_CHEN;798066.25;10079209793.0;9.691914254;1.035298923;26988.045;3;Rand;;10000;2.0;14
phones;PELLCAPP_CHEN;1120550.07;9431827508.0;9.076761953;0.969966126;27976.99;3;Rand;;10000;2.5;14
phones;PELLCAPP_CHEN;1558432.485;13376572024.0;9.691645284;1.03583457;36193.07;3;Rand;;10000;3.0;14
phones;PELLCAPP_CHEN;1440167.72;13402278014.0;9.691645284;1.03583457;34052.28;3;Rand;;10000;3.5;14
phones;PELLCAPP_CHEN;825746.445;13446457880.0;9.691645284;1.03583457;32541.33;3;Rand;;10000;4.0;14
phones;PELLCAPP_CHEN;891603.57;13372336335.0;9.691645284;1.03583457;30360.675;3;Rand;;10000;5.0;14
phones;PELLCAPP_CHEN;706446.59;13416323758.0;9.691645284;1.03583457;25226.11;3;Rand;;10000;10.0;14
phones;PELLCAPP_CHEN;522922.15;13373366074.0;9.691645284;1.03583457;22735.14;3;Rand;;10000;15.0;14
phones;PELLCAPP_CHEN;543373.76;13362065118.0;9.691645284;1.03583457;21415.645;3;Rand;;10000;20.0;14
phones;PELLCAPP_CHEN;491159.325;13383413872.0;9.691645284;1.03583457;20162.635;3;Rand;;10000;30.0;14
phones;PELLCAPP_CHEN;494357.465;13370708788.0;9.691645284;1.03583457;19623.305;3;Rand;;10000;40.0;14
phones;PELLCAPP_CHEN;751358.605;13321427012.0;9.691645284;1.03583457;19283.175;3;Rand;;10000;50.0;14
phones;PELLCAPP_CHEN;543459.9;13362612865.0;9.691645284;1.03583457;18954.085;3;Rand;;10000;70.0;14
phones;PELLCAPP_CHEN;719907.49;13287101416.0;9.691645284;1.03583457;18751.895;3;Rand;;10000;100.0;14
phones;PELLCAPP_CHEN;733603.45;13295678352.0;9.691645284;1.03583457;18544.97;3;Rand;;10000;200.0;14
phones;PELLCAPP_CHEN;729778.945;13278934599.0;9.691645284;1.03583457;18496.79;3;Rand;;10000;500.0;14
phones;PELLCAPP_CHEN;625600.72;13298480223.0;9.691645284;1.03583457;18496.79;3;Rand;;10000;1000.0;14
phones;PELLCAPPDELTA05_CHEN;262395.33;954591864.0;9.561109633;1.022991982;13256.05;3;Rand;0.5;10000;0.5;14
phones;PELLCAPPDELTA05_CHEN;181298.01;1704043705.0;9.591564255;1.025214929;7880.235;3;Rand;0.5;10000;1.0;14
phones;PELLCAPPDELTA05_CHEN;130157.625;529444647.3;9.484993454;1.014217126;4479.96;3;Rand;0.5;10000;1.5;14
phones;PELLCAPPDELTA05_CHEN;110314.46;185348749.8;9.735858809;1.041456347;3153.2;3;Rand;0.5;10000;2.0;14
phones;PELLCAPPDELTA05_CHEN;125354.845;79421992.94;9.609071728;1.027602794;4376.13;3;Rand;0.5;10000;2.5;14
phones;PELLCAPPDELTA05_CHEN;147681.465;1697439765.0;9.591564255;1.025214929;5303.745;3;Rand;0.5;10000;3.0;14
phones;PELLCAPPDELTA05_CHEN;121513.515;1350278567.0;8.636163122;0.923286938;4594.985;3;Rand;0.5;10000;3.5;14
phones;PELLCAPPDELTA05_CHEN;79918.095;984096412.9;9.364206775;1.001709577;3888.005;3;Rand;0.5;10000;4.0;14
phones;PELLCAPPDELTA05_CHEN;76604.545;577019620.5;9.419744028;1.007578764;2966.575;3;Rand;0.5;10000;5.0;14
phones;PELLCAPPDELTA05_CHEN;51477.085;100132287.3;9.676593;1.034088413;1279.92;3;Rand;0.5;10000;10.0;14
phones;PELLCAPPDELTA05_CHEN;40557.005;31870749.66;9.503422344;1.016639946;813.085;3;Rand;0.5;10000;15.0;14
phones;PELLCAPPDELTA05_CHEN;39437.28;18154565.69;9.912493528;1.060649226;657.62;3;Rand;0.5;10000;20.0;14
phones;PELLCAPPDELTA05_CHEN;40754.08;4893252.48;10.82831375;1.158131014;434.435;3;Rand;0.5;10000;30.0;14
phones;PELLCAPPDELTA05_CHEN;39396.73;3119295.97;11.53835757;1.233655206;385.755;3;Rand;0.5;10000;40.0;14
phones;PELLCAPPDELTA05_CHEN;44738.985;1839395.91;13.64467785;1.459114999;309.775;3;Rand;0.5;10000;50.0;14
phones;PELLCAPPDELTA05_CHEN;37626.28;1368408.785;13.4983771;1.442820537;289.965;3;Rand;0.5;10000;70.0;14
phones;PELLCAPPDELTA05_CHEN;40809.365;1087090.885;13.11154926;1.401960006;274.42;3;Rand;0.5;10000;100.0;14
phones;PELLCAPPDELTA05_CHEN;39839.045;734298.48;13.75672097;1.47061286;259.765;3;Rand;0.5;10000;200.0;14
phones;PELLCAPPDELTA05_CHEN;38233.26;721629.845;13.75672097;1.47061286;259.765;3;Rand;0.5;10000;500.0;14
phones;PELLCAPPDELTA05_CHEN;37880.925;710676.385;13.75672097;1.47061286;259.765;3;Rand;0.5;10000;1000.0;14
phones;PELLCAPPDELTA10_CHEN;147585.145;130556560.8;9.188276346;0.982232073;6066.825;3;Rand;1.0;10000;0.5;14
phones;PELLCAPPDELTA10_CHEN;88794.655;271615746.5;9.093643073;0.972328323;3377.43;3;Rand;1.0;10000;1.0;14
phones;PELLCAPPDELTA10_CHEN;76987.335;65552356.52;9.835736028;1.051408614;2099.895;3;Rand;1.0;10000;1.5;14
phones;PELLCAPPDELTA10_CHEN;70035.615;23193374.66;9.810553749;1.049474637;1688.605;3;Rand;1.0;10000;2.0;14
phones;PELLCAPPDELTA10_CHEN;79524.125;11290340.99;9.612306386;1.027210518;2217.765;3;Rand;1.0;10000;2.5;14
phones;PELLCAPPDELTA10_CHEN;60241.505;270942180.7;9.093643073;0.972328323;2196.86;3;Rand;1.0;10000;3.0;14
phones;PELLCAPPDELTA10_CHEN;66273.055;189579091.8;9.735858809;1.041456347;1866.98;3;Rand;1.0;10000;3.5;14
phones;PELLCAPPDELTA10_CHEN;55897.945;146430454.1;9.483353107;1.013642429;1582.78;3;Rand;1.0;10000;4.0;14
phones;PELLCAPPDELTA10_CHEN;47350.94;80221422.73;10.15320798;1.086367711;1223.645;3;Rand;1.0;10000;5.0;14
phones;PELLCAPPDELTA10_CHEN;33911.32;15851928.35;9.696618737;1.037317322;645.93;3;Rand;1.0;10000;10.0;14
phones;PELLCAPPDELTA10_CHEN;21854.195;5141999.095;11.16538468;1.193924612;432.3;3;Rand;1.0;10000;15.0;14
phones;PELLCAPPDELTA10_CHEN;21025.36;3300917.66;11.03294649;1.179756968;387.615;3;Rand;1.0;10000;20.0;14
phones;PELLCAPPDELTA10_CHEN;20562.585;1249284.62;13.51981192;1.447004629;279.265;3;Rand;1.0;10000;30.0;14
phones;PELLCAPPDELTA10_CHEN;20947.82;1388927.26;13.7283669;1.467831393;286.455;3;Rand;1.0;10000;40.0;14
phones;PELLCAPPDELTA10_CHEN;22929.965;1076189.475;13.11154926;1.401960006;271.555;3;Rand;1.0;10000;50.0;14
phones;PELLCAPPDELTA10_CHEN;19379.375;667841.295;13.75672097;1.47061286;256.9;3;Rand;1.0;10000;70.0;14
phones;PELLCAPPDELTA10_CHEN;22069.82;704940.495;13.75672097;1.47061286;256.9;3;Rand;1.0;10000;100.0;14
phones;PELLCAPPDELTA10_CHEN;21496.53;691608.32;13.75672097;1.47061286;256.9;3;Rand;1.0;10000;200.0;14
phones;PELLCAPPDELTA10_CHEN;21055.435;684510.88;13.75672097;1.47061286;256.9;3;Rand;1.0;10000;500.0;14
phones;PELLCAPPDELTA10_CHEN;19794.95;664375.075;13.75672097;1.47061286;256.9;3;Rand;1.0;10000;1000.0;14
phones;PELLCAPPDELTA15_CHEN;122249.89;37866673.58;9.095190446;0.972680166;3828.465;3;Rand;1.5;10000;0.5;14
phones;PELLCAPPDELTA15_CHEN;74666.515;81884737.77;10.15320798;1.086367711;2082.985;3;Rand;1.5;10000;1.0;14
phones;PELLCAPPDELTA15_CHEN;49727.625;21104831.45;9.739204943;1.041620738;1423.93;3;Rand;1.5;10000;1.5;14
phones;PELLCAPPDELTA15_CHEN;60558.77;6771021.425;10.23490417;1.094773845;1209.53;3;Rand;1.5;10000;2.0;14
phones;PELLCAPPDELTA15_CHEN;50446.415;4032093.285;11.76226131;1.256869801;1440.565;3;Rand;1.5;10000;2.5;14
phones;PELLCAPPDELTA15_CHEN;45452.645;81429907.07;10.15320798;1.086367711;1262.86;3;Rand;1.5;10000;3.0;14
phones;PELLCAPPDELTA15_CHEN;43316.145;59260108.56;9.599043194;1.026444461;1095.275;3;Rand;1.5;10000;3.5;14
phones;PELLCAPPDELTA15_CHEN;41278.85;44559755.78;9.793810118;1.046737533;984.35;3;Rand;1.5;10000;4.0;14
phones;PELLCAPPDELTA15_CHEN;35223.605;23450209.97;9.810553749;1.049474637;762.62;3;Rand;1.5;10000;5.0;14
phones;PELLCAPPDELTA15_CHEN;23772.685;4166104.74;11.28413556;1.206364322;430.18;3;Rand;1.5;10000;10.0;14
phones;PELLCAPPDELTA15_CHEN;18473.815;1656922.79;13.52196549;1.446014106;292.295;3;Rand;1.5;10000;15.0;14
phones;PELLCAPPDELTA15_CHEN;18406.855;1259433.815;14.30756312;1.530775713;273.235;3;Rand;1.5;10000;20.0;14
phones;PELLCAPPDELTA15_CHEN;18020.935;1050274.19;13.23192626;1.414717531;265.525;3;Rand;1.5;10000;30.0;14
phones;PELLCAPPDELTA15_CHEN;18743.14;672180.285;13.75672097;1.47061286;250.87;3;Rand;1.5;10000;40.0;14
phones;PELLCAPPDELTA15_CHEN;21086.255;718234.59;13.75672097;1.47061286;250.87;3;Rand;1.5;10000;50.0;14
phones;PELLCAPPDELTA15_CHEN;17435.35;642510.28;13.75672097;1.47061286;250.87;3;Rand;1.5;10000;70.0;14
phones;PELLCAPPDELTA15_CHEN;20613.14;694701.97;13.75672097;1.47061286;250.87;3;Rand;1.5;10000;100.0;14
phones;PELLCAPPDELTA15_CHEN;20378.295;683629.12;13.75672097;1.47061286;250.87;3;Rand;1.5;10000;200.0;14
phones;PELLCAPPDELTA15_CHEN;20741.34;685621.44;13.75672097;1.47061286;250.87;3;Rand;1.5;10000;500.0;14
phones;PELLCAPPDELTA15_CHEN;18269.48;653662.31;13.75672097;1.47061286;250.87;3;Rand;1.5;10000;1000.0;14
phones;PELLCAPPDELTA20_CHEN;88368.985;17397842.85;9.572687273;1.024522353;2848.37;3;Rand;2.0;10000;0.5;14
phones;PELLCAPPDELTA20_CHEN;55522.565;32065668.12;9.503422344;1.016639946;1551.82;3;Rand;2.0;10000;1.0;14
phones;PELLCAPPDELTA20_CHEN;38127.815;11041731.82;9.895732829;1.058272866;1114.14;3;Rand;2.0;10000;1.5;14
phones;PELLCAPPDELTA20_CHEN;56311.62;3869364.95;12.09585991;1.293767149;1015.445;3;Rand;2.0;10000;2.0;14
phones;PELLCAPPDELTA20_CHEN;40799.365;1713969.84;13.39701395;1.432899137;1034.57;3;Rand;2.0;10000;2.5;14
phones;PELLCAPPDELTA20_CHEN;34136.44;31924794.93;9.503422344;1.016639946;903.755;3;Rand;2.0;10000;3.0;14
phones;PELLCAPPDELTA20_CHEN;31385.37;23552274.65;9.810553749;1.049474637;813.29;3;Rand;2.0;10000;3.5;14
phones;PELLCAPPDELTA20_CHEN;28508.14;17988556.77;9.431835901;1.008553761;721.78;3;Rand;2.0;10000;4.0;14
phones;PELLCAPPDELTA20_CHEN;24456.05;10698752.56;9.680122378;1.034696375;581.8;3;Rand;2.0;10000;5.0;14
phones;PELLCAPPDELTA20_CHEN;22893.635;2607864.17;13.50299079;1.445123462;379.85;3;Rand;2.0;10000;10.0;14
phones;PELLCAPPDELTA20_CHEN;17688.555;1267279.31;13.47055392;1.440363398;267.305;3;Rand;2.0;10000;15.0;14
phones;PELLCAPPDELTA20_CHEN;17630.155;1381079.97;13.71227415;1.465947471;275.195;3;Rand;2.0;10000;20.0;14
phones;PELLCAPPDELTA20_CHEN;17403.685;673405.91;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;30.0;14
phones;PELLCAPPDELTA20_CHEN;17198.38;656940.275;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;40.0;14
phones;PELLCAPPDELTA20_CHEN;18792.925;697342.495;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;50.0;14
phones;PELLCAPPDELTA20_CHEN;16410.545;639425.34;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;70.0;14
phones;PELLCAPPDELTA20_CHEN;18869.6;687105.23;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;100.0;14
phones;PELLCAPPDELTA20_CHEN;18095.375;686622.695;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;200.0;14
phones;PELLCAPPDELTA20_CHEN;18009.495;683723.895;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;500.0;14
phones;PELLCAPPDELTA20_CHEN;16799.76;656212.185;13.75672097;1.47061286;245.64;3;Rand;2.0;10000;1000.0;14
normalized;CHEN;6385.2;21778798567.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;0.5;14
normalized;CHEN;7871.1;21431419436.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;1.0;14
normalized;CHEN;8039.19;21406499139.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;1.5;14
normalized;CHEN;11075.12;20500798836.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;2.0;14
normalized;CHEN;8039.525;21378503468.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;2.5;14
normalized;CHEN;6966.355;21290836888.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;3.0;14
normalized;CHEN;7540.6;21538991554.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;3.5;14
normalized;CHEN;6106.79;21477477294.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;4.0;14
normalized;CHEN;6235.185;21401981021.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;5.0;14
normalized;CHEN;7437.42;21359586849.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;10.0;14
normalized;CHEN;6518.2;21020133437.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;15.0;14
normalized;CHEN;6923.51;20946161999.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;20.0;14
normalized;CHEN;6457.88;21061583426.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;30.0;14
normalized;CHEN;8775.365;20831267242.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;40.0;14
normalized;CHEN;5713.965;20830476174.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;50.0;14
normalized;CHEN;7402.03;20844181369.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;70.0;14
normalized;CHEN;7240.14;20773935708.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;100.0;14
normalized;CHEN;7047.14;20703238048.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;200.0;14
normalized;CHEN;7855.2;20843811216.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;500.0;14
normalized;CHEN;7944.565;20689263208.0;1.729321956;1.0;10000.0;54;Rand;0.0;10000;1000.0;14
normalized;PELLCAPP_CHEN;5878815.675;19846259371.0;1.729850247;1.001145962;94284.23;54;Rand;;10000;0.5;14
normalized;PELLCAPP_CHEN;5165883.12;19856982606.0;1.725633079;0.998695242;67495.26;54;Rand;;10000;1.0;14
normalized;PELLCAPP_CHEN;4443708.675;19924832318.0;1.727262549;0.999356168;58255.89;54;Rand;;10000;1.5;14
normalized;PELLCAPP_CHEN;4799705.275;19835049001.0;1.729554154;1.000144402;53564.47;54;Rand;;10000;2.0;14
normalized;PELLCAPP_CHEN;3782965.77;19849461699.0;1.729333638;1.000011477;51255.265;54;Rand;;10000;2.5;14
normalized;PELLCAPP_CHEN;5466691.26;19867700560.0;1.729321956;1.0;49318.91;54;Rand;;10000;3.0;14
normalized;PELLCAPP_CHEN;2761857.74;20026490354.0;1.729321956;1.0;47940.02;54;Rand;;10000;3.5;14
normalized;PELLCAPP_CHEN;2866143.96;20006797710.0;1.729321956;1.0;46360.285;54;Rand;;10000;4.0;14
normalized;PELLCAPP_CHEN;2793281.59;20066579952.0;1.729321956;1.0;44268.785;54;Rand;;10000;5.0;14
normalized;PELLCAPP_CHEN;2321722.195;19965050736.0;1.729321956;1.0;40923.51;54;Rand;;10000;10.0;14
normalized;PELLCAPP_CHEN;2364141.525;19483899584.0;1.729321956;1.0;40119.005;54;Rand;;10000;15.0;14
normalized;PELLCAPP_CHEN;2601742.13;19531504605.0;1.729321956;1.0;39872.49;54;Rand;;10000;20.0;14
normalized;PELLCAPP_CHEN;2723089.15;19532770052.0;1.729321956;1.0;39278.235;54;Rand;;10000;30.0;14
normalized;PELLCAPP_CHEN;3244794.31;19353235172.0;1.729321956;1.0;39221.385;54;Rand;;10000;40.0;14
normalized;PELLCAPP_CHEN;2686797.915;19440356315.0;1.729321956;1.0;39221.385;54;Rand;;10000;50.0;14
normalized;PELLCAPP_CHEN;4224409.365;19370152658.0;1.729321956;1.0;39221.385;54;Rand;;10000;70.0;14
normalized;PELLCAPP_CHEN;4181198.965;19361157104.0;1.729321956;1.0;39221.385;54;Rand;;10000;100.0;14
normalized;PELLCAPP_CHEN;4392554.9;19336554266.0;1.729321956;1.0;39190.045;54;Rand;;10000;200.0;14
normalized;PELLCAPP_CHEN;2813087.505;19346732847.0;1.729321956;1.0;39190.045;54;Rand;;10000;500.0;14
normalized;PELLCAPP_CHEN;3075111.46;19309143465.0;1.729321956;1.0;39190.045;54;Rand;;10000;1000.0;14
normalized;PELLCAPPDELTA05_CHEN;717284.575;11532569419.0;1.70184716;0.986414708;19832.235;54;Rand;0.5;10000;0.5;14
normalized;PELLCAPPDELTA05_CHEN;644286.76;11479169500.0;1.70184716;0.986414708;13930.09;54;Rand;0.5;10000;1.0;14
normalized;PELLCAPPDELTA05_CHEN;577236.26;11486633841.0;1.70184716;0.986414708;12116.835;54;Rand;0.5;10000;1.5;14
normalized;PELLCAPPDELTA05_CHEN;645508.15;11331147444.0;1.70184716;0.986414708;11259.02;54;Rand;0.5;10000;2.0;14
normalized;PELLCAPPDELTA05_CHEN;506013.29;11468908366.0;1.70184716;0.986414708;10881.835;54;Rand;0.5;10000;2.5;14
normalized;PELLCAPPDELTA05_CHEN;678411.63;11474918672.0;1.70184716;0.986414708;10634.155;54;Rand;0.5;10000;3.0;14
normalized;PELLCAPPDELTA05_CHEN;384008.825;11570199195.0;1.70184716;0.986414708;10441.965;54;Rand;0.5;10000;3.5;14
normalized;PELLCAPPDELTA05_CHEN;414027.465;11532174813.0;1.70184716;0.986414708;10352.525;54;Rand;0.5;10000;4.0;14
normalized;PELLCAPPDELTA05_CHEN;393441.0;11596524341.0;1.70184716;0.986414708;10231.535;54;Rand;0.5;10000;5.0;14
normalized;PELLCAPPDELTA05_CHEN;332228.385;11563252620.0;1.70184716;0.986414708;9604.415;54;Rand;0.5;10000;10.0;14
normalized;PELLCAPPDELTA05_CHEN;341712.04;11233004897.0;1.70184716;0.986414708;9597.775;54;Rand;0.5;10000;15.0;14
normalized;PELLCAPPDELTA05_CHEN;362433.595;11257365642.0;1.70184716;0.986414708;9597.775;54;Rand;0.5;10000;20.0;14
normalized;PELLCAPPDELTA05_CHEN;390343.455;11284660802.0;1.70184716;0.986414708;9597.775;54;Rand;0.5;10000;30.0;14
normalized;PELLCAPPDELTA05_CHEN;452191.015;11159356798.0;1.70184716;0.986414708;9597.775;54;Rand;0.5;10000;40.0;14
normalized;PELLCAPPDELTA05_CHEN;374849.675;11219749898.0;1.70184716;0.986414708;9566.435;54;Rand;0.5;10000;50.0;14
normalized;PELLCAPPDELTA05_CHEN;595304.895;11163670942.0;1.70184716;0.986414708;9566.435;54;Rand;0.5;10000;70.0;14
normalized;PELLCAPPDELTA05_CHEN;560809.395;11157913931.0;1.70184716;0.986414708;9566.435;54;Rand;0.5;10000;100.0;14
normalized;PELLCAPPDELTA05_CHEN;609319.0;11146690537.0;1.70184716;0.986414708;9566.435;54;Rand;0.5;10000;200.0;14
normalized;PELLCAPPDELTA05_CHEN;403805.15;11156872895.0;1.70184716;0.986414708;9566.435;54;Rand;0.5;10000;500.0;14
normalized;PELLCAPPDELTA05_CHEN;434944.585;11137507073.0;1.70184716;0.986414708;9566.435;54;Rand;0.5;10000;1000.0;14
normalized;PELLCAPPDELTA10_CHEN;199500.67;1369990094.0;1.812808917;1.050607232;6211.89;54;Rand;1.0;10000;0.5;14
normalized;PELLCAPPDELTA10_CHEN;167285.05;1367023416.0;1.812808917;1.050607232;4517.045;54;Rand;1.0;10000;1.0;14
